################################################################################
# A list of videos of people performing sign language
################################################################################


###################
# Unlabeled Video #
###################
## Filename
/mnt/Data/summer2013/gestures/Sign Language 101- Greetings and Useful Words.mp4


#################
# Labeled Video #
#################
## Filename, Label, StartFrame, EndFrame
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, combinato, 431, 473
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, basta, 490, 527
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, tantotempo, 528, 571
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, daccordo, 576, 612
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, seipazzo, 623, 653
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, furbo, 656, 687
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, fame, 692, 718
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, buonissimo, 748, 778
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, prendere, 830, 851
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, vieniqui, 894, 925
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, cheduepalle, 991, 1020
/mnt/Data/summer2013/gestures/training1/Sample00068_color.mp4, freganiente, 1069, 1112
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, cosatifarei, 1, 79
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, perfetto, 80, 119
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, buonissimo, 120, 159
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, prendere, 160, 199
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, fame, 200, 239
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, sonostufo, 240, 279
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, cheduepalle, 280, 359
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, vieniqui, 360, 399
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, furbo, 400, 479
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, vattene, 480, 519
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, freganiente, 520, 559
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, chevuoi, 560, 619
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, combinato, 620, 679
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, messidaccordo, 680, 739
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, noncenepiu, 740, 779
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, tantotempo, 780, 839
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, ok, 840, 919
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, basta, 920, 979
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, seipazzo, 980, 1059
/mnt/Data/summer2013/gestures/training1/Sample00003_color.mp4, daccordo, 1060, 1117
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, prendere, 11, 49
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, buonissimo, 50, 129
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, chevuoi, 130, 179
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, ok, 180, 259
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, cheduepalle, 260, 339
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, combinato, 340, 399
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, cosatifarei, 400, 479
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, furbo, 480, 519
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, vattene, 520, 599
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, fame, 600, 639
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, tantotempo, 640, 699
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, perfetto, 700, 739
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, seipazzo, 740, 799
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, sonostufo, 800, 879
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, basta, 880, 939
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, noncenepiu, 940, 979
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, freganiente, 980, 1019
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, daccordo, 1020, 1099
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, messidaccordo, 1100, 1150
/mnt/Data/summer2013/gestures/training1/Sample00036_color.mp4, vieniqui, 1151, 1197
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, tantotempo, 42, 74
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, sonostufo, 75, 123
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, cheduepalle, 138, 171
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, buonissimo, 198, 239
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, basta, 243, 276
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, messidaccordo, 285, 330
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, seipazzo, 344, 380
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, ok, 387, 416
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, noncenepiu, 441, 472
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, prendere, 500, 522
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, chevuoi, 579, 611
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, fame, 657, 693
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, freganiente, 699, 742
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, daccordo, 763, 800
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, vattene, 839, 873
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, cosatifarei, 880, 926
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, perfetto, 958, 1004
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, vieniqui, 1011, 1040
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, furbo, 1060, 1097
/mnt/Data/summer2013/gestures/training1/Sample00069_color.mp4, combinato, 1100, 1168
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, basta, 1, 79
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, vattene, 80, 139
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, seipazzo, 140, 219
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, buonissimo, 220, 279
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, daccordo, 280, 339
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, tantotempo, 340, 370
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, fame, 389, 439
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, combinato, 440, 519
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, cheduepalle, 520, 599
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, freganiente, 600, 679
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, ok, 680, 719
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, furbo, 720, 799
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, sonostufo, 800, 859
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, perfetto, 860, 919
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, messidaccordo, 920, 999
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, vieniqui, 1000, 1079
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, prendere, 1080, 1139
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, chevuoi, 1140, 1199
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, noncenepiu, 1200, 1259
/mnt/Data/summer2013/gestures/training1/Sample00004_color.mp4, cosatifarei, 1260, 1336
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, basta, 20, 45
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, cosatifarei, 64, 93
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, tantotempo, 130, 181
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, prendere, 188, 219
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, chevuoi, 237, 272
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, freganiente, 302, 330
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, buonissimo, 364, 407
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, furbo, 431, 469
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, vattene, 488, 518
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, sonostufo, 569, 621
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, messidaccordo, 629, 691
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, ok, 706, 746
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, daccordo, 758, 806
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, perfetto, 828, 864
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, noncenepiu, 870, 914
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, cheduepalle, 924, 966
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, fame, 984, 1030
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, vieniqui, 1063, 1102
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, seipazzo, 1127, 1170
/mnt/Data/summer2013/gestures/training1/Sample00037_color.mp4, combinato, 1204, 1253
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, daccordo, 40, 74
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, messidaccordo, 75, 111
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, freganiente, 112, 146
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, seipazzo, 195, 226
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, cheduepalle, 253, 283
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, prendere, 334, 360
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, sonostufo, 414, 441
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, fame, 469, 497
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, cosatifarei, 534, 567
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, vieniqui, 582, 608
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, combinato, 618, 698
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, vattene, 717, 744
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, perfetto, 799, 834
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, noncenepiu, 844, 876
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, chevuoi, 916, 952
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, basta, 997, 1031
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, buonissimo, 1057, 1095
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, furbo, 1117, 1152
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, ok, 1198, 1224
/mnt/Data/summer2013/gestures/training1/Sample00070_color.mp4, tantotempo, 1270, 1319
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, freganiente, 1, 99
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, furbo, 100, 139
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, daccordo, 140, 195
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, basta, 196, 274
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, messidaccordo, 275, 339
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, noncenepiu, 341, 392
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, combinato, 400, 459
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, ok, 460, 532
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, tantotempo, 533, 594
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, vattene, 595, 639
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, seipazzo, 640, 679
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, cheduepalle, 680, 739
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, buonissimo, 740, 799
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, perfetto, 800, 879
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, cosatifarei, 880, 959
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, fame, 960, 1039
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, prendere, 1040, 1069
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, vieniqui, 1077, 1199
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, sonostufo, 1200, 1279
/mnt/Data/summer2013/gestures/training1/Sample00005_color.mp4, chevuoi, 1280, 1334
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, basta, 13, 52
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, noncenepiu, 81, 121
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, messidaccordo, 153, 193
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, combinato, 194, 247
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, daccordo, 260, 301
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, ok, 313, 346
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, perfetto, 356, 385
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, sonostufo, 386, 429
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, prendere, 430, 473
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, furbo, 498, 528
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, tantotempo, 571, 614
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, fame, 661, 709
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, buonissimo, 729, 789
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, freganiente, 802, 832
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, vattene, 845, 872
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, seipazzo, 898, 934
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, chevuoi, 940, 974
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, cheduepalle, 980, 1009
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, cosatifarei, 1040, 1076
/mnt/Data/summer2013/gestures/training1/Sample00038_color.mp4, vieniqui, 1095, 1136
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, cosatifarei, 51, 76
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, perfetto, 146, 181
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, buonissimo, 202, 243
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, sonostufo, 260, 303
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, vieniqui, 331, 362
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, ok, 428, 449
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, daccordo, 487, 517
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, chevuoi, 570, 600
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, furbo, 630, 654
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, fame, 691, 716
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, noncenepiu, 770, 796
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, combinato, 857, 913
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, basta, 975, 1008
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, tantotempo, 1069, 1104
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, vattene, 1133, 1161
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, prendere, 1223, 1259
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, messidaccordo, 1303, 1353
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, cheduepalle, 1403, 1437
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, freganiente, 1498, 1538
/mnt/Data/summer2013/gestures/training1/Sample00071_color.mp4, seipazzo, 1599, 1638
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, prendere, 1, 59
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, noncenepiu, 60, 139
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, freganiente, 140, 199
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, fame, 200, 259
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, ok, 260, 339
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, vieniqui, 340, 379
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, sonostufo, 380, 439
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, seipazzo, 440, 499
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, daccordo, 500, 539
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, combinato, 540, 591
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, vattene, 592, 659
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, messidaccordo, 660, 719
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, tantotempo, 720, 799
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, buonissimo, 800, 879
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, chevuoi, 880, 919
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, furbo, 920, 959
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, basta, 960, 1039
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, perfetto, 1040, 1079
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, cheduepalle, 1080, 1139
/mnt/Data/summer2013/gestures/training1/Sample00006_color.mp4, cosatifarei, 1140, 1202
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, buonissimo, 3, 61
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, combinato, 93, 138
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, cosatifarei, 141, 175
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, tantotempo, 209, 256
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, daccordo, 278, 318
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, vattene, 355, 387
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, freganiente, 400, 433
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, ok, 443, 472
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, cheduepalle, 478, 514
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, chevuoi, 518, 550
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, prendere, 565, 600
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, messidaccordo, 629, 675
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, noncenepiu, 681, 709
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, vieniqui, 734, 765
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, seipazzo, 774, 808
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, sonostufo, 815, 859
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, perfetto, 894, 932
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, basta, 961, 989
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, fame, 996, 1035
/mnt/Data/summer2013/gestures/training1/Sample00039_color.mp4, furbo, 1075, 1118
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, noncenepiu, 18, 43
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, vieniqui, 76, 97
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, perfetto, 158, 196
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, cosatifarei, 236, 269
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, combinato, 330, 389
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, sonostufo, 399, 445
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, cheduepalle, 495, 529
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, furbo, 596, 626
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, chevuoi, 666, 695
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, messidaccordo, 750, 792
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, daccordo, 840, 880
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, freganiente, 938, 974
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, ok, 1018, 1042
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, prendere, 1102, 1131
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, fame, 1164, 1205
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, basta, 1268, 1304
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, buonissimo, 1333, 1384
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, vattene, 1420, 1445
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, seipazzo, 1504, 1532
/mnt/Data/summer2013/gestures/training1/Sample00072_color.mp4, tantotempo, 1550, 1595
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, messidaccordo, 16, 74
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, ok, 75, 114
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, cosatifarei, 115, 174
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, combinato, 175, 223
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, chevuoi, 224, 274
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, perfetto, 275, 334
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, noncenepiu, 335, 374
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, fame, 375, 434
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, prendere, 435, 494
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, furbo, 495, 554
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, vieniqui, 555, 614
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, freganiente, 615, 674
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, sonostufo, 675, 754
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, vattene, 755, 794
/mnt/Data/summer2013/gestures/training1/Sample00007_color.mp4, basta, 795, 834
